thesis_key,party_key,true_stance,congruent_word,layer,alpha,lp_Zustimmung,lp_Neutral,lp_Ablehnung,p3_Zustimmung,p3_Neutral,p3_Ablehnung,top1_token,margin_cong,p3_cong,argmax3_is_cong
BT21::3,GRUENE,agree,Zustimmung,0,0.0,-0.8313156962394714,-3.581315755844116,-2.206315755844116,0.7594355344772339,0.04854908958077431,0.1920153796672821,Z,1.1495874524116516,0.7594355344772339,1
BT21::3,GRUENE,agree,Zustimmung,0,0.5,-0.8172289729118347,-3.5047290325164795,-2.3172290325164795,0.7744846940040588,0.0527043454349041,0.172810897231102,Z,1.2338102459907532,0.7744846940040588,1
BT21::3,GRUENE,agree,Zustimmung,0,1.0,-0.7756125926971436,-3.4631125926971436,-2.2756125926971436,0.7744846940040588,0.0527043454349041,0.172810897231102,Z,1.2338101863861084,0.7744846940040588,1
BT21::3,GRUENE,agree,Zustimmung,0,2.0,-0.7720478177070618,-3.584547758102417,-2.272047758102417,0.779310941696167,0.046801257878541946,0.17388777434825897,Z,1.2616555094718933,0.779310941696167,1
BT21::3,GRUENE,agree,Zustimmung,0,4.0,-0.8186848163604736,-3.5061848163604736,-2.3186848163604736,0.7744846940040588,0.0527043454349041,0.172810897231102,Z,1.2338101863861084,0.7744846940040588,1
BT21::3,GRUENE,agree,Zustimmung,0,8.0,-0.7701050639152527,-3.5201051235198975,-2.2701051235198975,0.7769656777381897,0.04966975376009941,0.17336449027061462,Z,1.248071014881134,0.7769656777381897,1
BT21::4,GRUENE,disagree,Ablehnung,0,0.0,-1.0715909004211426,-2.3215909004211426,-2.3215909004211426,0.6357240676879883,0.18213799595832825,0.18213799595832825,Z,-1.5019290447235107,0.18213799595832825,0
BT21::4,GRUENE,disagree,Ablehnung,0,0.5,-1.119246006011963,-2.244246006011963,-2.244246006011963,0.6063160300254822,0.1968419998884201,0.1968419998884201,Z,-1.4061501026153564,0.1968419998884201,0
BT21::4,GRUENE,disagree,Ablehnung,0,1.0,-1.073091745376587,-2.323091745376587,-2.323091745376587,0.6357240676879883,0.18213799595832825,0.18213799595832825,Z,-1.5019290447235107,0.18213799595832825,0
BT21::4,GRUENE,disagree,Ablehnung,0,2.0,-1.0715651512145996,-2.3215651512145996,-2.3215651512145996,0.6357240676879883,0.18213799595832825,0.18213799595832825,Z,-1.5019290447235107,0.18213799595832825,0
BT21::4,GRUENE,disagree,Ablehnung,0,4.0,-1.0354433059692383,-2.2854433059692383,-2.2854433059692383,0.6357240676879883,0.18213799595832825,0.18213799595832825,Z,-1.5019290447235107,0.18213799595832825,0
BT21::4,GRUENE,disagree,Ablehnung,0,8.0,-1.0289242267608643,-2.2789242267608643,-2.2789242267608643,0.6357240676879883,0.18213799595832825,0.18213799595832825,Z,-1.5019290447235107,0.18213799595832825,0
BT21::6,GRUENE,disagree,Ablehnung,0,0.0,-1.549694538116455,-1.299694538116455,-4.737194538116455,0.4300519824028015,0.5521976351737976,0.017750365659594536,Neutral,-4.013439416885376,0.017750365659594536,0
BT21::6,GRUENE,disagree,Ablehnung,0,0.5,-1.5371350049972534,-1.2871350049972534,-4.787135124206543,0.43051499128341675,0.5527921915054321,0.0166928768157959,Neutral,-4.0759395360946655,0.0166928768157959,0
BT21::6,GRUENE,disagree,Ablehnung,0,1.0,-1.630695104598999,-1.255695104598999,-4.693195343017578,0.3997182846069336,0.5815866589546204,0.01869506575167179,Neutral,-3.9606235027313232,0.01869506575167179,0
BT21::6,GRUENE,disagree,Ablehnung,0,2.0,-1.630540132522583,-1.255540132522583,-4.818039894104004,0.40059828758239746,0.5828670263290405,0.016534671187400818,Neutral,-4.085623025894165,0.016534671187400818,0
BT21::6,GRUENE,disagree,Ablehnung,0,4.0,-1.5190762281417847,-1.2690762281417847,-4.769076347351074,0.43051499128341675,0.5527921915054321,0.0166928768157959,Neutral,-4.0759395360946655,0.0166928768157959,0
BT21::6,GRUENE,disagree,Ablehnung,0,8.0,-1.4475151300430298,-1.1975151300430298,-4.94751501083374,0.4321104884147644,0.5548408627510071,0.013048606924712658,Neutral,-4.325939297676086,0.013048606924712658,0
BT21::8,GRUENE,agree,Zustimmung,0,0.0,-1.8258225917816162,-1.8258225917816162,-3.388322591781616,0.45256826281547546,0.45256826281547546,0.09486345946788788,Ich,-0.1902991533279419,0.45256826281547546,1
BT21::8,GRUENE,agree,Zustimmung,0,0.5,-1.7036551237106323,-1.7036551237106323,-3.391155242919922,0.45766982436180115,0.45766982436180115,0.08466038852930069,Ich,-0.16972696781158447,0.45766982436180115,1
BT21::8,GRUENE,agree,Zustimmung,0,1.0,-1.701613426208496,-1.701613426208496,-3.451613426208496,0.4600294828414917,0.4600294828414917,0.07994113117456436,Ich,-0.16022419929504395,0.4600294828414917,1
BT21::8,GRUENE,agree,Zustimmung,0,2.0,-1.7967138290405273,-1.7967138290405273,-3.4217138290405273,0.4551844000816345,0.4551844000816345,0.08963111788034439,Ich,-0.17974460124969482,0.4551844000816345,1
BT21::8,GRUENE,agree,Zustimmung,0,4.0,-1.7607765197753906,-1.7607765197753906,-3.4482765197753906,0.45766982436180115,0.45766982436180115,0.08466040343046188,Ich,-0.16972708702087402,0.45766982436180115,1
BT21::8,GRUENE,agree,Zustimmung,0,8.0,-1.7889302968978882,-1.7889302968978882,-3.5389304161071777,0.4600294828414917,0.4600294828414917,0.07994113117456436,Ich,-0.1602240800857544,0.4600294828414917,1
BT21::10,GRUENE,agree,Zustimmung,0,0.0,-1.8929356336593628,-1.6429356336593628,-1.6429356336593628,0.28026506304740906,0.35986748337745667,0.35986748337745667,A,-0.9431471824645996,0.28026506304740906,0
BT21::10,GRUENE,agree,Zustimmung,0,0.5,-2.0026822090148926,-1.5026823282241821,-1.7526823282241821,0.25427523255348206,0.4192289113998413,0.32649579644203186,Neutral,-1.0759392976760864,0.25427523255348206,0
BT21::10,GRUENE,agree,Zustimmung,0,1.0,-1.9197478294372559,-1.5447478294372559,-1.7947478294372559,0.2786959409713745,0.4055001735687256,0.3158038556575775,Neutral,-0.950939416885376,0.2786959409713745,0
BT21::10,GRUENE,agree,Zustimmung,0,2.0,-1.9187995195388794,-1.5437995195388794,-1.7937995195388794,0.2786959409713745,0.4055001735687256,0.3158038556575775,Neutral,-0.950939416885376,0.2786959409713745,0
BT21::10,GRUENE,agree,Zustimmung,0,4.0,-1.9007177352905273,-1.5257177352905273,-1.7757177352905273,0.2786959409713745,0.4055001735687256,0.3158038556575775,Neutral,-0.950939416885376,0.2786959409713745,0
BT21::10,GRUENE,agree,Zustimmung,0,8.0,-1.856020212173462,-1.481020212173462,-1.856020212173462,0.28943634033203125,0.4211273789405823,0.28943634033203125,Neutral,-0.8981232643127441,0.28943634033203125,0
BT21::11,GRUENE,disagree,Ablehnung,0,0.0,-0.8190146684646606,-2.444014549255371,-1.6940146684646606,0.6196655631065369,0.12201940268278122,0.2583150267601013,Z,-1.0547446608543396,0.2583150267601013,0
BT21::11,GRUENE,disagree,Ablehnung,0,0.5,-0.7866978049278259,-2.5366978645324707,-1.7866978645324707,0.6486542224884033,0.11271919310092926,0.23862658441066742,Z,-1.1602242588996887,0.23862658441066742,0
BT21::11,GRUENE,disagree,Ablehnung,0,1.0,-0.7864957451820374,-2.5364956855773926,-1.7864956855773926,0.6486542224884033,0.11271919310092926,0.23862658441066742,Z,-1.1602241396903992,0.23862658441066742,0
BT21::11,GRUENE,disagree,Ablehnung,0,2.0,-0.7853723764419556,-2.535372257232666,-1.7853723764419556,0.6486541628837585,0.11271920800209045,0.23862656950950623,Z,-1.160224199295044,0.23862656950950623,0
BT21::11,GRUENE,disagree,Ablehnung,0,4.0,-0.8047714233398438,-2.4297714233398438,-1.8047714233398438,0.6390628814697266,0.12583893537521362,0.23509812355041504,Z,-1.1797446608543396,0.23509812355041504,0
BT21::11,GRUENE,disagree,Ablehnung,0,8.0,-0.7933234572410583,-2.543323516845703,-1.7933235168457031,0.6486542224884033,0.11271919310092926,0.23862658441066742,Z,-1.1602242588996887,0.23862658441066742,0
BT21::13,GRUENE,agree,Zustimmung,0,0.0,-3.1145966053009033,-4.239596366882324,-4.802096366882324,0.6624122262001038,0.21505381166934967,0.12253396958112717,Ich,0.6740624904632568,0.6624122262001038,1
BT21::13,GRUENE,agree,Zustimmung,0,0.5,-3.1456072330474854,-4.020606994628906,-4.645606994628906,0.6097589135169983,0.25418540835380554,0.13605564832687378,Ich,0.44629907608032227,0.6097589135169983,1
BT21::13,GRUENE,agree,Zustimmung,0,1.0,-3.1225969791412354,-4.1225972175598145,-4.6850972175598145,0.6339181661605835,0.2332054227590561,0.1328764259815216,Ich,0.549062967300415,0.6339181661605835,1
BT21::13,GRUENE,agree,Zustimmung,0,2.0,-3.237328052520752,-4.112328052520752,-4.737328052520752,0.6097589731216431,0.25418534874916077,0.1360556185245514,Ich,0.44629931449890137,0.6097589731216431,1
