thesis_key,party_key,true_stance,congruent_word,layer,alpha,lp_Zustimmung,lp_Neutral,lp_Ablehnung,p3_Zustimmung,p3_Neutral,p3_Ablehnung,top1_token,margin_cong,p3_cong,argmax3_is_cong
BT21::3,SPD,agree,Zustimmung,0,0.0,-0.8313156962394714,-3.581315755844116,-2.206315755844116,0.7594355344772339,0.04854908958077431,0.1920153796672821,Z,1.1495874524116516,0.7594355344772339,1
BT21::3,SPD,agree,Zustimmung,0,0.5,-0.7901813983917236,-3.4776813983917236,-2.1651813983917236,0.7570650577545166,0.05151892453432083,0.19141602516174316,Z,1.136655569076538,0.7570650577545166,1
BT21::3,SPD,agree,Zustimmung,0,1.0,-0.8284124732017517,-3.5159125328063965,-2.2034125328063965,0.7570650577545166,0.05151892453432083,0.19141602516174316,Z,1.1366556286811829,0.7570650577545166,1
BT21::3,SPD,agree,Zustimmung,0,2.0,-0.7945823073387146,-3.2945823669433594,-2.1695823669433594,0.7491059899330139,0.061490364372730255,0.18940365314483643,Z,1.0938499569892883,0.7491059899330139,1
BT21::3,SPD,agree,Zustimmung,0,4.0,-0.7837694883346558,-3.4712696075439453,-2.1587696075439453,0.7570650577545166,0.05151892453432083,0.19141599535942078,Z,1.1366556882858276,0.7570650577545166,1
BT21::3,SPD,agree,Zustimmung,0,8.0,-0.7760891914367676,-3.5260891914367676,-2.1510891914367676,0.7594355344772339,0.04854908958077431,0.1920153796672821,Z,1.1495873928070068,0.7594355344772339,1
BT21::4,SPD,disagree,Ablehnung,0,0.0,-1.0715909004211426,-2.3215909004211426,-2.3215909004211426,0.6357240676879883,0.18213799595832825,0.18213799595832825,Z,-1.5019290447235107,0.18213799595832825,0
BT21::4,SPD,disagree,Ablehnung,0,0.5,-1.0722920894622803,-2.3222920894622803,-2.3222920894622803,0.6357240676879883,0.18213799595832825,0.18213799595832825,Z,-1.5019290447235107,0.18213799595832825,0
BT21::4,SPD,disagree,Ablehnung,0,1.0,-0.9929660558700562,-2.3679661750793457,-2.3679661750793457,0.6641521453857422,0.1679239422082901,0.1679239422082901,Z,-1.6004127264022827,0.1679239422082901,0
BT21::4,SPD,disagree,Ablehnung,0,2.0,-0.9922367334365845,-2.367236614227295,-2.367236614227295,0.6641521453857422,0.1679239720106125,0.1679239720106125,Z,-1.6004124879837036,0.1679239720106125,0
BT21::4,SPD,disagree,Ablehnung,0,4.0,-1.0638139247894287,-2.3138139247894287,-2.3138139247894287,0.6357240676879883,0.18213799595832825,0.18213799595832825,Z,-1.5019290447235107,0.18213799595832825,0
BT21::4,SPD,disagree,Ablehnung,0,8.0,-1.0907052755355835,-2.215705394744873,-2.215705394744873,0.6063160300254822,0.1968419849872589,0.1968419849872589,Z,-1.406150221824646,0.1968419849872589,0
BT21::6,SPD,agree,Zustimmung,0,0.0,-1.549694538116455,-1.299694538116455,-4.737194538116455,0.4300519824028015,0.5521976351737976,0.017750365659594536,Neutral,-0.28163909912109375,0.4300519824028015,0
BT21::6,SPD,agree,Zustimmung,0,0.5,-1.480334758758545,-1.230334758758545,-4.667834758758545,0.4300519824028015,0.5521976351737976,0.017750365659594536,Neutral,-0.28163909912109375,0.4300519824028015,0
BT21::6,SPD,agree,Zustimmung,0,1.0,-1.5865037441253662,-1.2115037441253662,-4.961503982543945,0.40173396468162537,0.5845194458961487,0.013746576383709908,Neutral,-0.3982454538345337,0.40173396468162537,0
BT21::6,SPD,agree,Zustimmung,0,2.0,-1.5475447177886963,-1.1725447177886963,-4.735044479370117,0.40059828758239746,0.5828670263290405,0.016534671187400818,Neutral,-0.402972936630249,0.40059828758239746,0
BT21::6,SPD,agree,Zustimmung,0,4.0,-1.588591456413269,-1.213591456413269,-4.713591575622559,0.40017154812812805,0.5822461843490601,0.017582310363650322,Neutral,-0.4047504663467407,0.40017154812812805,0
BT21::6,SPD,agree,Zustimmung,0,8.0,-1.4990875720977783,-1.2490875720977783,-4.624087333679199,0.42956021428108215,0.5515662431716919,0.018873561173677444,Neutral,-0.2836456298828125,0.42956021428108215,0
BT21::8,SPD,agree,Zustimmung,0,0.0,-1.8258225917816162,-1.8258225917816162,-3.388322591781616,0.45256826281547546,0.45256826281547546,0.09486345946788788,Ich,-0.1902991533279419,0.45256826281547546,1
BT21::8,SPD,agree,Zustimmung,0,0.5,-1.933111548423767,-1.683111548423767,-3.4956116676330566,0.40102070569992065,0.5149207711219788,0.0840585008263588,Ich,-0.4012138843536377,0.40102070569992065,0
BT21::8,SPD,agree,Zustimmung,0,1.0,-1.8067244291305542,-1.8067244291305542,-3.5567245483398438,0.4600294828414917,0.4600294828414917,0.07994113117456436,Ich,-0.1602240800857544,0.4600294828414917,1
BT21::8,SPD,agree,Zustimmung,0,2.0,-1.6900807619094849,-1.6900807619094849,-3.3775806427001953,0.45766982436180115,0.45766982436180115,0.08466041088104248,Ich,-0.16972708702087402,0.45766982436180115,1
BT21::8,SPD,agree,Zustimmung,0,4.0,-1.781920313835144,-1.656920313835144,-3.4069204330444336,0.42917346954345703,0.4863172471523285,0.08450926095247269,Ich,-0.2852240800857544,0.42917346954345703,0
BT21::8,SPD,agree,Zustimmung,0,8.0,-1.6904408931732178,-1.6904408931732178,-3.3779408931732178,0.45766982436180115,0.45766982436180115,0.08466040343046188,Ich,-0.16972708702087402,0.45766982436180115,1
BT21::10,SPD,agree,Zustimmung,0,0.0,-1.8929356336593628,-1.6429356336593628,-1.6429356336593628,0.28026506304740906,0.35986748337745667,0.35986748337745667,A,-0.9431471824645996,0.28026506304740906,0
BT21::10,SPD,agree,Zustimmung,0,0.5,-1.9417271614074707,-1.5667271614074707,-1.6917271614074707,0.2674500048160553,0.3891374468803406,0.3434125781059265,Neutral,-1.0075989961624146,0.2674500048160553,0
