thesis_key,party_key,true_stance,congruent_word,layer,alpha,lp_Zustimmung,lp_Neutral,lp_Ablehnung,p3_Zustimmung,p3_Neutral,p3_Ablehnung,top1_token,margin_cong,p3_cong,argmax3_is_cong
BT21::3,SPD,agree,Zustimmung,0,0.0,-4.144886493682861,-0.019886285066604614,-13.394886016845703,0.01590636745095253,0.984092116355896,1.5287873793567996e-06,Neutral,-4.125001758337021,0.01590636745095253,0
BT21::3,SPD,agree,Zustimmung,0,0.5,-4.144883632659912,-0.019883479923009872,-13.394883155822754,0.01590636745095253,0.984092116355896,1.5287873793567996e-06,Neutral,-4.125001702457666,0.01590636745095253,0
BT21::3,SPD,agree,Zustimmung,0,1.0,-4.144516468048096,-0.019516699016094208,-13.394516944885254,0.01590636745095253,0.984092116355896,1.5287873793567996e-06,Neutral,-4.125001318752766,0.01590636745095253,0
BT21::3,SPD,agree,Zustimmung,0,2.0,-4.144979000091553,-0.019978953525424004,-13.394978523254395,0.01590636745095253,0.984092116355896,1.5287873793567996e-06,Neutral,-4.125001596286893,0.01590636745095253,0
BT21::3,SPD,agree,Zustimmung,0,4.0,-4.144883632659912,-0.019883479923009872,-13.394883155822754,0.01590636745095253,0.984092116355896,1.5287873793567996e-06,Neutral,-4.125001702457666,0.01590636745095253,0
BT21::3,SPD,agree,Zustimmung,0,8.0,-4.144886016845703,-0.019886167719960213,-13.519886016845703,0.01590636931359768,0.9840922355651855,1.3491502386386856e-06,Neutral,-4.1250012796372175,0.01590636931359768,0
BT21::4,SPD,disagree,Ablehnung,0,0.0,-15.60584545135498,-0.9808458089828491,-0.4808458089828491,1.680377437196512e-07,0.37754061818122864,0.6224592328071594,A,0.4999995231628418,0.6224592328071594,1
BT21::4,SPD,disagree,Ablehnung,0,0.5,-15.730772972106934,-0.9807727336883545,-0.4807727038860321,1.4829279848527221e-07,0.37754061818122864,0.6224592328071594,A,0.49999967217445374,0.6224592328071594,1
BT21::4,SPD,disagree,Ablehnung,0,1.0,-15.6057710647583,-0.9807712435722351,-0.4807712435722351,1.680377437196512e-07,0.37754061818122864,0.6224592328071594,A,0.4999995231628418,0.6224592328071594,1
BT21::4,SPD,disagree,Ablehnung,0,2.0,-15.60584545135498,-0.9808458089828491,-0.4808458089828491,1.680377437196512e-07,0.37754061818122864,0.6224592328071594,A,0.4999995231628418,0.6224592328071594,1
BT21::4,SPD,disagree,Ablehnung,0,4.0,-15.605134963989258,-0.9801352024078369,-0.4801352322101593,1.680377437196512e-07,0.37754061818122864,0.6224592328071594,A,0.4999994933605194,0.6224592328071594,1
BT21::4,SPD,disagree,Ablehnung,0,8.0,-15.73084545135498,-0.9808458089828491,-0.4808458089828491,1.4829279848527221e-07,0.37754061818122864,0.6224592328071594,A,0.49999964237213135,0.6224592328071594,1
BT21::6,SPD,agree,Zustimmung,0,0.0,-12.62810230255127,-0.003102016169577837,-6.878101825714111,3.285354068793822e-06,0.9989644289016724,0.0010322275338694453,Neutral,-12.626033058855683,3.285354068793822e-06,0
BT21::6,SPD,agree,Zustimmung,0,0.5,-12.62780475616455,-0.0028048718813806772,-7.002804756164551,3.2857528822205495e-06,0.9990856647491455,0.0009110482060350478,Neutral,-12.62591130065266,3.2857528822205495e-06,0
BT21::6,SPD,agree,Zustimmung,0,1.0,-12.503754615783691,-0.0037549480330199003,-6.62875509262085,3.721701432368718e-06,0.998671293258667,0.0013250175397843122,Neutral,-12.50132558774203,3.721701432368718e-06,0
BT21::6,SPD,agree,Zustimmung,0,2.0,-12.627981185913086,-0.0029810296837240458,-7.002981185913086,3.2857528822205495e-06,0.9990856647491455,0.0009110482060350478,Neutral,-12.625911572482437,3.2857528822205495e-06,0
BT21::6,SPD,agree,Zustimmung,0,4.0,-12.503599166870117,-0.0035995945800095797,-6.753599643707275,3.722281007867423e-06,0.998826801776886,0.0011695058783516288,Neutral,-12.501169760944322,3.722281007867423e-06,0
BT21::6,SPD,agree,Zustimmung,0,8.0,-12.627981185913086,-0.0029810296837240458,-7.002981185913086,3.2857528822205495e-06,0.9990856647491455,0.0009110482060350478,Neutral,-12.625911572482437,3.2857528822205495e-06,0
BT21::8,SPD,agree,Zustimmung,0,0.0,-1.1407480239868164,-0.390747994184494,-14.265748023986816,0.3208211064338684,0.6791782379150391,6.399526455425075e-07,Neutral,-0.7500009834766388,0.3208211064338684,0
BT21::8,SPD,agree,Zustimmung,0,0.5,-1.1407482624053955,-0.3907482624053955,-14.265748023986816,0.3208211064338684,0.6791782379150391,6.399526455425075e-07,Neutral,-0.7500009536743164,0.3208211064338684,0
BT21::8,SPD,agree,Zustimmung,0,1.0,-1.1410795450210571,-0.39107951521873474,-14.266079902648926,0.3208211064338684,0.6791782379150391,6.399526455425075e-07,Neutral,-0.7500009834766388,0.3208211064338684,0
BT21::8,SPD,agree,Zustimmung,0,2.0,-1.1407482624053955,-0.3907482624053955,-14.140748023986816,0.320821076631546,0.6791781783103943,7.251612714753719e-07,Neutral,-0.750001072883606,0.320821076631546,0
BT21::8,SPD,agree,Zustimmung,0,4.0,-1.140744686126709,-0.390744686126709,-14.140745162963867,0.320821076631546,0.6791781783103943,7.251612714753719e-07,Neutral,-0.750001072883606,0.320821076631546,0
