thesis_key,party_key,true_stance,congruent_word,layer,alpha,lp_Zustimmung,lp_Neutral,lp_Ablehnung,p3_Zustimmung,p3_Neutral,p3_Ablehnung,top1_token,margin_cong,p3_cong,argmax3_is_cong
BT21::3,DIE_LINKE,agree,Zustimmung,0,0.0,-4.144886493682861,-0.019886285066604614,-13.394886016845703,0.01590636745095253,0.984092116355896,1.5287873793567996e-06,Neutral,-4.125001758337021,0.01590636745095253,0
BT21::3,DIE_LINKE,agree,Zustimmung,0,0.5,-4.144519805908203,-0.019519738852977753,-13.269519805908203,0.01590636372566223,0.9840918779373169,1.732342525428976e-06,Neutral,-4.125001855194569,0.01590636372566223,0
BT21::3,DIE_LINKE,agree,Zustimmung,0,1.0,-4.144886493682861,-0.019886285066604614,-13.394886016845703,0.01590636745095253,0.984092116355896,1.5287873793567996e-06,Neutral,-4.125001758337021,0.01590636745095253,0
BT21::3,DIE_LINKE,agree,Zustimmung,0,2.0,-4.144886493682861,-0.019886285066604614,-13.394886016845703,0.01590636745095253,0.984092116355896,1.5287873793567996e-06,Neutral,-4.125001758337021,0.01590636745095253,0
BT21::3,DIE_LINKE,agree,Zustimmung,0,4.0,-4.267655372619629,-0.01765523850917816,-13.392655372619629,0.014063605107367039,0.985934853553772,1.5316501276174677e-06,Neutral,-4.250001683831215,0.014063605107367039,0
BT21::3,DIE_LINKE,agree,Zustimmung,0,8.0,-4.144883632659912,-0.019883714616298676,-13.26988410949707,0.01590636372566223,0.9840918779373169,1.732342525428976e-06,Neutral,-4.125001706182957,0.01590636372566223,0
BT21::4,DIE_LINKE,disagree,Ablehnung,0,0.0,-15.60584545135498,-0.9808458089828491,-0.4808458089828491,1.680377437196512e-07,0.37754061818122864,0.6224592328071594,A,0.4999995231628418,0.6224592328071594,1
BT21::4,DIE_LINKE,disagree,Ablehnung,0,0.5,-15.605769157409668,-0.980769157409668,-0.48076915740966797,1.680377437196512e-07,0.37754061818122864,0.6224592328071594,A,0.4999995231628418,0.6224592328071594,1
BT21::4,DIE_LINKE,disagree,Ablehnung,0,1.0,-15.730769157409668,-0.980769157409668,-0.48076915740966797,1.4829279848527221e-07,0.37754061818122864,0.6224592328071594,A,0.49999964237213135,0.6224592328071594,1
BT21::4,DIE_LINKE,disagree,Ablehnung,0,2.0,-15.6057710647583,-0.9807712435722351,-0.4807712435722351,1.680377437196512e-07,0.37754061818122864,0.6224592328071594,A,0.4999995231628418,0.6224592328071594,1
BT21::4,DIE_LINKE,disagree,Ablehnung,0,4.0,-15.730847358703613,-0.9808478355407715,-0.4808478057384491,1.4829279848527221e-07,0.37754061818122864,0.6224592328071594,A,0.49999967217445374,0.6224592328071594,1
BT21::4,DIE_LINKE,disagree,Ablehnung,0,8.0,-15.6057710647583,-0.9807712435722351,-0.4807712435722351,1.680377437196512e-07,0.37754061818122864,0.6224592328071594,A,0.4999995231628418,0.6224592328071594,1
BT21::6,DIE_LINKE,disagree,Ablehnung,0,0.0,-12.62810230255127,-0.003102016169577837,-6.878101825714111,3.285354068793822e-06,0.9989644289016724,0.0010322275338694453,Neutral,-6.875003147404641,0.0010322275338694453,0
BT21::6,DIE_LINKE,disagree,Ablehnung,0,0.5,-12.627981185913086,-0.0029810296837240458,-7.002981185913086,3.2857528822205495e-06,0.9990856647491455,0.0009110482060350478,Neutral,-7.000003494089469,0.0009110482060350478,0
BT21::6,DIE_LINKE,disagree,Ablehnung,0,1.0,-12.75280475616455,-0.002804396441206336,-7.002804279327393,2.899668061218108e-06,0.9990860223770142,0.0009110485552810133,Neutral,-7.0000027439091355,0.0009110485552810133,0
